8.45677695e-18,1.42041195e-17,-3.99022174e-18,-1.33075031e-17,-5.23712479e-18
0.00000000e+00,1.50313365e-18,-2.84943668e-19,2.06439785e-18,5.97555357e-19
4.81114714e-18,8.21477131e-18,-2.26733695e-18,-6.58787766e-18,-2.72528913e-18
1.30104261e-18,4.26688549e-18,-9.59625153e-19,1.81970313e-18,4.14166912e-19
1.21430643e-17,2.56462726e-17,-6.76544876e-18,-6.89393918e-18,-4.36027362e-18
4.33680869e-18,1.23992787e-17,-3.00938280e-18,6.07352765e-19,-8.69646741e-19
1.73472348e-18,1.15897522e-17,-2.22129728e-18,1.19726886e-17,4.28879802e-18
3.46944695e-18,1.10212490e-17,-2.16978025e-18,1.34765149e-17,3.97655437e-18
9.97465999e-18,1.68114946e-17,-4.38887961e-18,-1.02238078e-17,-4.37649909e-18
3.46944695e-18,1.24036054e-17,-2.36212135e-18,1.02761647e-17,2.83858296e-18
1.12757026e-17,2.25064161e-17,-5.88386479e-18,-8.65524572e-18,-4.28019082e-18
3.46944695e-18,1.05587093e-17,-1.98342570e-18,1.12598534e-17,3.13258179e-18
9.77261926e-19,4.01730945e-18,-9.62353847e-19,1.91487657e-18,4.56875849e-19
6.93889390e-18,1.49671236e-17,-4.03017522e-18,-4.65182273e-18,-3.46702460e-18
6.93889390e-18,1.77164260e-17,-4.25910232e-18,4.13985436e-18,6.77142564e-20
0.00000000e+00,7.04018670e-18,-1.64920945e-18,3.89269307e-18,8.84902974e-19
1.04083409e-17,1.86618289e-17,-4.66108085e-18,-2.54008836e-19,-1.87771128e-18
1.21430643e-17,2.23417982e-17,-5.88625453e-18,-9.20393565e-18,-3.64820071e-18
6.93889390e-18,1.81183236e-17,-4.84543103e-18,-6.45244986e-18,-3.58777306e-18
5.96311195e-18,1.01780133e-17,-2.88337010e-18,-6.59532832e-18,-3.14817349e-18
1.21430643e-17,2.57687263e-17,-6.29682381e-18,-6.88482854e-18,-2.75471655e-18
-1.73472348e-18,9.79707670e-18,-1.95783301e-18,1.12864774e-17,3.39837343e-18
7.37257477e-18,1.47256929e-17,-3.93890243e-18,-7.21253296e-18,-3.69615264e-18
9.96788372e-18,1.73760196e-17,-4.91743138e-18,-1.37888355e-17,-6.91281872e-18
5.20417043e-18,1.00450009e-17,-1.91630637e-18,1.23514144e-17,3.54624400e-18
6.93889390e-18,9.71810401e-18,-1.93894185e-18,8.92193062e-18,3.03482634e-18
2.38524478e-18,4.71104902e-18,-1.23009733e-18,-9.95101794e-19,-5.67593633e-19
1.04083409e-17,2.23481126e-17,-5.58945875e-18,-2.13368441e-18,-2.61339135e-18
5.20417043e-18,1.61931643e-17,-3.93324813e-18,3.86432539e-18,8.14723307e-19
1.12757026e-17,2.29943066e-17,-5.86042621e-18,-7.95862179e-18,-3.39156332e-18
5.20417043e-18,7.77822271e-18,-1.54457420e-18,9.23365947e-18,2.45867487e-18
1.04083409e-17,1.71121644e-17,-4.23396241e-18,-3.59791516e-19,-5.73321841e-19
9.54097912e-18,1.65968177e-17,-4.37878129e-18,-8.46853258e-18,-3.94508847e-18
8.07730619e-18,1.39894646e-17,-3.88460511e-18,-1.20534487e-17,-5.42816137e-18
1.38777878e-17,2.16447866e-17,-5.43710523e-18,-4.66827896e-19,-2.04845545e-18
1.12757026e-17,1.99833096e-17,-5.25660258e-18,-1.15472414e-17,-4.96415139e-18
1.04083409e-17,2.06676009e-17,-4.96926162e-18,-2.69545597e-18,-2.24844361e-18
1.21430643e-17,2.07720455e-17,-5.55176577e-18,-1.39388355e-17,-5.73098282e-18
7.26415456e-18,1.30652255e-17,-3.67605621e-18,-9.68713739e-18,-4.78038354e-18
1.38777878e-17,2.59320589e-17,-6.41556805e-18,-4.84830471e-18,-2.24816423e-18
6.07153217e-18,1.09292928e-17,-2.89230359e-18,-6.70915082e-18,-3.38919148e-18
9.54097912e-18,1.68384240e-17,-4.37785539e-18,-6.74078177e-18,-3.06618467e-18
8.67361738e-18,2.04477194e-17,-5.16378122e-18,2.06565242e-19,-3.23367868e-19
8.67361738e-19,2.98336604e-18,-7.42043608e-19,-3.88940693e-19,-2.60414652e-19
5.20417043e-18,1.01711703e-17,-2.33368809e-18,1.40775746e-18,-1.51173431e-19
2.60208521e-18,9.06231901e-18,-1.98879961e-18,1.66323585e-18,-2.14182540e-20
6.07153217e-18,1.26922890e-17,-3.23893799e-18,-2.15794995e-18,-1.37399962e-18
6.93889390e-18,1.57094845e-17,-3.52533789e-18,7.99006179e-18,1.05915247e-18
0.00000000e+00,1.04707269e-17,-2.38340281e-18,5.64735422e-18,8.97238617e-19
1.02999206e-17,1.82435149e-17,-4.98816362e-18,-1.45294890e-17,-6.59317258e-18
1.14925430e-17,2.08460804e-17,-5.79150466e-18,-1.49602413e-17,-6.33643096e-18
2.16840434e-18,6.15664287e-18,-1.46326418e-18,4.33387025e-19,-2.90312647e-19
1.04083409e-17,1.96600370e-17,-5.21657309e-18,-1.09708150e-17,-4.60777226e-18
5.20417043e-18,1.44537646e-17,-3.67654363e-18,-3.61126512e-18,-2.19840856e-18
6.93889390e-18,1.13915989e-17,-3.29647649e-18,-1.07470740e-17,-4.68580757e-18
9.54097912e-18,1.63752996e-17,-4.37191265e-18,-1.04505451e-17,-4.50238152e-18
3.46944695e-18,7.93781156e-18,-1.54430494e-18,5.16759629e-18,1.97831659e-18
5.20417043e-18,1.51113021e-17,-3.51912265e-18,6.29384865e-18,1.84078073e-18
-8.67361738e-19,5.29273071e-18,-1.11720308e-18,8.58292830e-18,2.24526719e-18
8.67361738e-19,4.34802498e-18,-9.57580166e-19,2.89951447e-18,6.87828896e-19
1.73472348e-18,2.77599220e-18,-5.01055935e-19,3.09911553e-18,1.02252835e-18
1.21430643e-17,2.18585856e-17,-5.84078682e-18,-1.06033140e-17,-6.14589788e-18
1.21430643e-17,2.03795037e-17,-4.73580352e-18,-1.50816571e-18,-1.26059038e-19
3.46944695e-18,7.95077934e-18,-1.74777464e-18,3.67702303e-18,8.95634378e-19
9.54097912e-18,1.86002508e-17,-4.85235119e-18,-9.55224086e-18,-4.29699487e-18
6.07153217e-18,1.41017505e-17,-3.52841416e-18,-1.39604576e-18,-1.62104855e-18
1.73472348e-18,1.18867380e-17,-2.52599617e-18,1.04638379e-17,3.64777399e-18
4.33680869e-18,8.22930123e-18,-2.03521307e-18,-1.66078672e-18,-9.08621600e-19
4.11996826e-18,7.06603619e-18,-1.87499938e-18,-3.54149074e-18,-1.87872946e-18
6.93889390e-18,1.31286596e-17,-3.43912981e-18,-6.92673849e-18,-3.21420065e-18
3.14418630e-18,5.40194977e-18,-1.52089994e-18,-5.03594080e-18,-2.27139272e-18
3.46944695e-18,7.19359277e-18,-1.37370749e-18,9.35659780e-18,2.91677526e-18
7.37257477e-18,1.36957018e-17,-3.57583009e-18,-6.07403105e-18,-2.74837458e-18
3.90312782e-18,7.95807537e-18,-2.05871376e-18,-2.49382630e-18,-1.33184538e-18
1.04083409e-17,2.02339205e-17,-5.10798532e-18,1.24411908e-18,-2.05999334e-18
6.07153217e-18,1.46933832e-17,-3.73936444e-18,-4.26773093e-18,-2.84928651e-18
9.75781955e-18,1.69988031e-17,-4.67449339e-18,-1.30321946e-17,-5.51505537e-18
1.12757026e-17,2.02767870e-17,-5.51332602e-18,-1.65539768e-17,-6.83148404e-18
1.00830802e-17,1.68045217e-17,-4.80993121e-18,-1.41424994e-17,-6.04102150e-18
1.21430643e-17,1.62501838e-17,-3.99456097e-18,-8.65721635e-19,-1.21585459e-18
8.67361738e-19,5.46844630e-18,-1.06601078e-18,3.72606105e-18,1.19067630e-18
1.04083409e-17,1.72430117e-17,-4.79689145e-18,-1.21338570e-17,-5.47597680e-18
5.20417043e-18,1.54660064e-17,-3.48745882e-18,5.01536922e-18,4.26402576e-19
1.04083409e-17,1.88763302e-17,-4.42172587e-18,3.82840233e-19,8.91325921e-20
1.12757026e-17,1.97417033e-17,-5.15939370e-18,-7.02412409e-18,-4.63397194e-18
-1.73472348e-18,7.32701079e-18,-1.50245401e-18,9.36243871e-18,2.52361166e-18
5.20417043e-18,1.43488529e-17,-3.30966206e-18,3.45945102e-18,6.73262804e-19
6.72205347e-18,1.25028172e-17,-3.31587217e-18,-7.46231421e-18,-3.45522627e-18
0.00000000e+00,9.61096755e-18,-1.98192423e-18,1.56661880e-17,3.49156884e-18
6.93889390e-18,1.44002569e-17,-3.67511996e-18,-3.51111985e-18,-2.14825912e-18
2.81892565e-18,5.30192843e-18,-1.39287643e-18,-1.68040717e-18,-9.32261412e-19
8.67361738e-18,1.56206856e-17,-4.26153251e-18,-8.22788447e-18,-4.35389050e-18
6.93889390e-18,1.30496834e-17,-3.05649754e-18,5.09501762e-18,1.35052872e-18
1.04083409e-17,1.83636736e-17,-4.59954970e-18,-5.79195187e-18,-2.69545852e-18
1.38777878e-17,2.20737892e-17,-5.79113857e-18,-1.11778225e-17,-4.11746545e-18
8.67361738e-18,1.98537477e-17,-4.92763663e-18,8.18221122e-19,-2.22261419e-18
1.12757026e-17,1.96403000e-17,-5.00020829e-18,-5.34886717e-18,-2.98583872e-18
1.04083409e-17,1.95044237e-17,-4.70350026e-18,2.61887085e-18,-4.28416417e-19
0.00000000e+00,8.22451801e-18,-1.62637671e-18,1.37466511e-17,3.39650764e-18
6.93889390e-18,1.00728083e-17,-1.87629136e-18,1.29231547e-17,4.32735977e-18
8.67361738e-18,2.30614967e-17,-5.73633106e-18,2.22067572e-18,-1.71844839e-18
2.60208521e-18,7.53030023e-18,-1.76099795e-18,3.86257004e-18,7.47888182e-19
8.67361738e-19,4.39989609e-18,-1.07932312e-18,-3.11076483e-19,-5.29754224e-19
5.42101086e-18,9.36698190e-18,-2.54608490e-18,-5.78024712e-18,-2.82266846e-18
1.95156391e-18,4.35792333e-18,-1.15734824e-18,-1.79153017e-18,-9.41710256e-19
1.73472348e-18,4.00483363e-18,-7.12690261e-19,5.85728029e-18,1.87394978e-18
1.73472348e-18,4.59851293e-18,-1.08944102e-18,1.11733559e-18,1.63321213e-19
2.60208521e-18,1.12283823e-17,-2.88976150e-18,-1.73838718e-18,-1.37467532e-18
4.67901000e-18,8.50049006e-18,-2.38193721e-18,-6.83973964e-18,-2.98240421e-18
2.60208521e-18,8.42067299e-18,-2.09872049e-18,-2.16166283e-19,-3.71874070e-19
5.20417043e-18,1.80316283e-17,-4.42171766e-18,-2.08524571e-18,-1.45002487e-18
6.93889390e-18,1.58957113e-17,-3.92592633e-18,3.49898273e-19,-2.17041994e-19
4.33680869e-18,8.12322006e-18,-1.95867515e-18,-2.65019051e-19,-3.97592527e-19
9.21571847e-18,1.60499076e-17,-4.58738352e-18,-1.34706410e-17,-5.94089954e-18
8.67361738e-18,1.79517179e-17,-4.70756949e-18,-7.49921138e-18,-3.32491847e-18
9.32413868e-18,1.62667917e-17,-4.49661886e-18,-1.09672300e-17,-5.74017515e-18
1.73472348e-18,1.14789931e-17,-2.31326489e-18,9.82773492e-18,3.04716922e-18
8.56519716e-18,1.56454077e-17,-4.39777793e-18,-1.13649567e-17,-5.41029819e-18
1.04083409e-17,2.01184835e-17,-5.48354694e-18,-1.35639545e-17,-5.80841725e-18
1.38777878e-17,2.41407881e-17,-5.92648489e-18,-6.11019846e-18,-3.84207767e-18
1.12757026e-17,2.16885874e-17,-5.66938161e-18,-9.79229332e-18,-5.16286633e-18
8.78203760e-18,1.48547719e-17,-4.19058828e-18,-1.35849018e-17,-5.90763575e-18
3.46944695e-18,6.97207468e-18,-1.75195483e-18,-6.31565311e-19,-8.09253273e-19
1.81603864e-18,3.17879977e-18,-8.94876666e-19,-2.87807075e-18,-1.13497415e-18
7.37257477e-18,1.40751722e-17,-3.80225641e-18,-7.95124594e-18,-3.42829037e-18
1.73472348e-18,6.56655110e-18,-1.46527937e-18,5.89304872e-18,1.66035437e-18
3.46944695e-18,1.17472374e-17,-2.76923896e-18,3.41165176e-18,2.97439601e-19
3.46944695e-18,1.34796202e-17,-3.25841575e-18,1.38906075e-18,-5.57077804e-19
6.93889390e-18,2.12153135e-17,-5.19644873e-18,1.71622537e-18,-4.37532947e-19
3.03576608e-18,5.31732294e-18,-1.21329217e-18,1.48727546e-18,2.89417018e-20
2.60208521e-18,6.78198830e-18,-1.62767614e-18,1.91548251e-19,-4.95469421e-19
8.67361738e-18,1.29938368e-17,-3.11541781e-18,1.92840625e-18,-3.37551635e-19
7.80625564e-18,1.36323116e-17,-3.88188684e-18,-1.41077202e-17,-6.11338602e-18
1.31947593e-04,9.07459189e-05,2.03149168e-04,1.99377661e-04,-8.98098176e-05
4.78381507e-04,2.77435641e-04,6.89939445e-04,7.42989435e-04,-4.05866613e-04
8.71963945e-04,2.23890400e-04,1.00299709e-03,1.46432008e-03,-1.17837261e-03
1.11491669e-03,-2.14389227e-04,8.30158802e-04,2.06783056e-03,-2.28590690e-03
1.19625263e-03,-8.39672386e-04,3.39966151e-04,2.45675309e-03,-3.40149116e-03
1.11232710e-03,-1.34644513e-03,-1.94924811e-04,2.50529661e-03,-4.04325490e-03
8.68001413e-04,-1.43803919e-03,-5.02038133e-04,2.10626164e-03,-3.75798887e-03
4.75252688e-04,-9.39382736e-04,-4.12214236e-04,1.21259612e-03,-2.29419104e-03
1.30936959e-04,-2.72729794e-04,-1.26144878e-04,3.39518540e-04,-6.53737925e-04
1.21430643e-17,2.11066616e-17,-5.11278636e-18,3.70616371e-18,-5.91618632e-19
4.77048956e-18,9.65366024e-18,-2.58681098e-18,-4.31993381e-18,-2.96525589e-18
4.78381507e-04,3.12917567e-04,7.62157346e-04,7.10087166e-04,-2.26888365e-04
1.73439212e-03,9.47535665e-04,2.59433254e-03,2.64745966e-03,-1.11163045e-03
3.16134168e-03,7.05424064e-04,3.80579170e-03,5.22459811e-03,-3.60571886e-03
4.04217700e-03,-9.13195053e-04,3.22635419e-03,7.38914681e-03,-7.41659233e-03
4.33706386e-03,-3.19010080e-03,1.46494024e-03,8.79133310e-03,-1.13747177e-02
4.03278833e-03,-5.01719528e-03,-4.90632276e-04,8.97544875e-03,-1.37473635e-02
3.14697535e-03,-5.31948798e-03,-1.65154608e-03,7.55236736e-03,-1.28987944e-02
1.72304846e-03,-3.46370872e-03,-1.40217943e-03,4.35034098e-03,-7.91449197e-03
4.74717412e-04,-1.00475560e-03,-4.31908284e-04,1.21827154e-03,-2.25854676e-03
8.78203760e-18,1.56726006e-17,-4.46388541e-18,-1.36010904e-17,-5.30234604e-18
1.17093835e-17,2.06611109e-17,-5.44950975e-18,-1.31792350e-17,-5.63167259e-18
